,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Unnamed: 0.1_x,Unnamed: 0_x,capture_id,image_rank_in_capture,image_path_rel,Unnamed: 0.1_y,Unnamed: 0_y,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,p_users_identified_this_species,pielous_evenness_index,question__horns_visible,labels,label,file,bbox,max_detection_conf,question__species
1338,114757,114757,114757,114757,114757,114757,114757,114757,114757,114757,114757,114757,114757,114757,114757,114757,411535,7084216,405177,SER_S11#N05#2#369,1,SER_S11/N05/N05_R2/SER_S11_N05_R2_IMAG1060.JPG,2653622,156237,SER_S11,N05,2,369,2015-10-23,05:44:51,31506391,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.78,0.62,0.0,11,,SER_S11/N05/N05_R2/SER_S11_N05_R2_IMAG1060.JPG,"[0.002, 0.304, 0.284, 0.56]",0.998,impala
3262,85327,85327,85327,85327,85327,85327,85327,85327,85327,85327,85327,85327,85327,85327,85327,85327,258056,6932774,253735,SER_S11#J02#1#168,1,SER_S11/J02/J02_R1/SER_S11_J02_R1_IMAG0443.JPG,2598109,100724,SER_S11,J02,1,168,2015-09-16,06:20:10,27910604,1,1,1,0.0,0.0,0.67,0.33,0.0,0.0,0.6,0.97,0.33,11,,SER_S11/J02/J02_R1/SER_S11_J02_R1_IMAG0443.JPG,"[0.375, 0.211, 0.621, 0.758]",0.717,impala
8068,99670,99670,99670,99670,99670,99670,99670,99670,99670,99670,99670,99670,99670,99670,99670,99670,164235,6841555,162516,SER_S11#G01#1#125,1,SER_S11/G01/G01_R1/SER_S11_G01_R1_IMAG0324.JPG,2560866,63481,SER_S11,G01,1,125,2015-08-14,06:30:16,21950006,1,1,1,0.17,0.0,0.72,0.17,0.0,0.0,1.0,0.0,,22,17.0,SER_S11/G01/G01_R1/SER_S11_G01_R1_IMAG0324.JPG,"[0.719, 0.653, 0.214, 0.178]",0.998,aardvark
6336,39986,39986,39986,39986,39986,39986,39986,39986,39986,39986,39986,39986,39986,39986,39986,39986,268053,6942370,263331,SER_S11#J05#1#453,1,SER_S11/J05/J05_R1/SER_S11_J05_R1_IMAG1210.JPG,2602100,104715,SER_S11,J05,1,453,2015-10-21,17:48:39,27915917,2,1,1,0.0,0.0,1.0,0.1,0.0,0.1,1.0,0.0,,10,,SER_S11/J05/J05_R1/SER_S11_J05_R1_IMAG1210.JPG,"[0.121, 0, 0.275, 0.608]",0.999,giraffe
650,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,437742,7110149,431110,SER_S11#O08#1#1345,3,SER_S11/O08/O08_R1/SER_S11_O08_R1_IMAG3134.JPG,2663063,165678,SER_S11,O08,1,1345,2015-11-10,13:19:33,31551381,11-50,8,2,0.2,0.0,0.0,0.8,0.0,0.0,1.0,0.0,,13,2.0,SER_S11/O08/O08_R1/SER_S11_O08_R1_IMAG3134.JPG,"[0.479, 0.429, 0.032, 0.031]",0.959,wildebeest
2902,104353,104353,104353,104353,104353,104353,104353,104353,104353,104353,104353,104353,104353,104353,104353,104353,291357,6965307,286268,SER_S11#J12#1#822,2,SER_S11/J12/J12_R1/SER_S11_J12_R1_IMAG2349.JPG,2610390,113005,SER_S11,J12,1,822,2015-10-22,13:26:57,29739680,1,1,1,0.14,0.0,0.86,0.14,0.0,0.0,0.78,0.68,,2,,SER_S11/J12/J12_R1/SER_S11_J12_R1_IMAG2349.JPG,"[0.737, 0.524, 0.021, 0.013]",0.07,warthog
2258,60651,60651,60651,60651,60651,60651,60651,60651,60651,60651,60651,60651,60651,60651,60651,60651,229639,6905010,225971,SER_S11#I03#1#216,1,SER_S11/I03/I03_R1/SER_S11_I03_R1_IMAG0425.JPG,2585633,88248,SER_S11,I03,1,216,2015-08-24,23:21:02,27848143,2,1,1,0.18,0.0,0.82,0.09,0.0,0.0,0.92,0.49,,13,2.0,SER_S11/I03/I03_R1/SER_S11_I03_R1_IMAG0425.JPG,"[0.252, 0.65, 0.175, 0.155]",0.996,wildebeest
5395,68267,68267,68267,68267,68267,68267,68267,68267,68267,68267,68267,68267,68267,68267,68267,68267,247806,6922831,243792,SER_S11#I04#1#199,3,SER_S11/I04/I04_R1/SER_S11_I04_R1_IMAG0400.JPG,2592214,94829,SER_S11,I04,1,199,2015-08-29,07:10:46,27903746,1,1,1,0.3,0.0,0.1,0.9,0.0,0.0,0.83,0.71,,13,2.0,SER_S11/I04/I04_R1/SER_S11_I04_R1_IMAG0400.JPG,"[0.001, 0.306, 0.21, 0.641]",0.997,wildebeest
7796,94265,94265,94265,94265,94265,94265,94265,94265,94265,94265,94265,94265,94265,94265,94265,94265,95232,6772959,93920,SER_S11#E02#1#740,3,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG2067.JPG,2535673,38288,SER_S11,E02,1,740,2015-09-05,11:20:04,21924353,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.71,0.0,11,,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG2067.JPG,"[0.836, 0.329, 0.164, 0.238]",0.997,impala
3521,107760,107760,107760,107760,107760,107760,107760,107760,107760,107760,107760,107760,107760,107760,107760,107760,306559,6979865,300826,SER_S11#K06#2#313,2,SER_S11/K06/K06_R2/SER_S11_K06_R2_IMAG0881.JPG,2616020,118635,SER_S11,K06,2,313,2015-11-09,13:26:51,29745093,1,1,1,0.33,0.0,0.0,1.0,0.0,0.0,0.3,0.8,1.0,11,,SER_S11/K06/K06_R2/SER_S11_K06_R2_IMAG0881.JPG,"[0.859, 0.542, 0.114, 0.105]",0.967,impala
2730,8596,8596,8596,8596,8596,8596,8596,8596,8596,8596,8596,8596,8596,8596,8596,8596,226755,6902338,223299,SER_S11#H13#1#1283,3,SER_S11/H13/H13_R1/SER_S11_H13_R1_IMAG3600.JPG,2584426,87041,SER_S11,H13,1,1283,2015-10-28,14:10:35,27845927,9,5,3,0.67,0.11,0.11,0.78,0.0,0.0,1.0,0.47,,1,15.0,SER_S11/H13/H13_R1/SER_S11_H13_R1_IMAG3600.JPG,"[0.474, 0.449, 0.085, 0.098]",0.721,zebra
5798,64956,64956,64956,64956,64956,64956,64956,64956,64956,64956,64956,64956,64956,64956,64956,64956,463995,7136139,457100,SER_S11#P13#2#442,2,SER_S11/P13/P13_R2/SER_S11_P13_R2_IMAG1248.JPG,2672565,175180,SER_S11,P13,2,442,2015-11-20,16:41:18,31562478,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/P13/P13_R2/SER_S11_P13_R2_IMAG1248.JPG,"[0.01, 0.003, 0.984, 0.971]",0.995,zebra
4478,106812,106812,106812,106812,106812,106812,106812,106812,106812,106812,106812,106812,106812,106812,106812,106812,72477,6750545,71506,SER_S11#C12#2#362,2,SER_S11/C12/C12_R2/SER_S11_C12_R2_IMAG0996.JPG,2526369,28984,SER_S11,C12,2,362,2015-11-21,12:56:36,19243053,1,1,1,0.33,0.0,1.0,0.0,0.0,0.0,0.3,0.95,,2,,SER_S11/C12/C12_R2/SER_S11_C12_R2_IMAG0996.JPG,"[0.001, 0.297, 0.953, 0.7]",0.977,warthog
1596,107069,107069,107069,107069,107069,107069,107069,107069,107069,107069,107069,107069,107069,107069,107069,107069,218506,6894098,215059,SER_S11#H05#2#656,2,SER_S11/H05/H05_R2/SER_S11_H05_R2_IMAG1950.JPG,2581505,84120,SER_S11,H05,2,656,2015-12-30,13:38:42,27839562,11-50,8,7,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.97,,6,10.0,SER_S11/H05/H05_R2/SER_S11_H05_R2_IMAG1950.JPG,"[0.365, 0.573, 0.093, 0.111]",0.334,birdother
7447,105288,105288,105288,105288,105288,105288,105288,105288,105288,105288,105288,105288,105288,105288,105288,105288,267831,6942148,263109,SER_S11#J05#1#375,3,SER_S11/J05/J05_R1/SER_S11_J05_R1_IMAG0988.JPG,2602022,104637,SER_S11,J05,1,375,2015-10-08,18:39:48,27915839,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,2,,SER_S11/J05/J05_R1/SER_S11_J05_R1_IMAG0988.JPG,"[0.552, 0.454, 0.12, 0.073]",0.996,warthog
2584,97880,97880,97880,97880,97880,97880,97880,97880,97880,97880,97880,97880,97880,97880,97880,97880,277453,6951764,272725,SER_S11#J09#2#12,1,SER_S11/J09/J09_R2/SER_S11_J09_R2_IMAG0031.JPG,2605528,108143,SER_S11,J09,2,12,2015-09-12,09:02:39,27919845,1,1,1,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,,7,19.0,SER_S11/J09/J09_R2/SER_S11_J09_R2_IMAG0031.JPG,"[0.144, 0.546, 0.345, 0.454]",0.991,baboon
5740,65244,65244,65244,65244,65244,65244,65244,65244,65244,65244,65244,65244,65244,65244,65244,65244,89621,6767580,88541,SER_S11#D08#2#86,2,SER_S11/D08/D08_R2/SER_S11_D08_R2_IMAG0200.JPG,2532997,35612,SER_S11,D08,2,86,2015-10-25,16:47:16,21921622,11-50,4,1,0.47,0.12,0.76,0.47,0.06,0.0,0.89,0.37,,35,,SER_S11/D08/D08_R2/SER_S11_D08_R2_IMAG0200.JPG,"[0.757, 0.404, 0.137, 0.164]",0.996,gazellethomsons
3196,100019,100019,100019,100019,100019,100019,100019,100019,100019,100019,100019,100019,100019,100019,100019,100019,377,6679410,371,SER_S11#B03#1#183,1,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG0373.JPG,2497569,184,SER_S11,B03,1,183,2015-08-24,16:00:32,18837662,1,1,1,0.06,0.0,0.82,0.41,0.0,0.0,0.85,0.47,1.0,11,,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG0373.JPG,"[0.483, 0.308, 0.517, 0.657]",0.999,impala
6382,64595,64595,64595,64595,64595,64595,64595,64595,64595,64595,64595,64595,64595,64595,64595,64595,89098,6767060,88021,SER_S11#D04#1#31,1,SER_S11/D04/D04_R1/SER_S11_D04_R1_IMAG0088.JPG,2532738,35353,SER_S11,D04,1,31,2015-08-08,00:28:07,19249386,1,1,1,0.33,0.0,0.67,0.17,0.0,0.0,1.0,0.0,,12,,SER_S11/D04/D04_R1/SER_S11_D04_R1_IMAG0088.JPG,"[0, 0.002, 0.641, 0.898]",0.999,hippopotamus
5327,53031,53031,53031,53031,53031,53031,53031,53031,53031,53031,53031,53031,53031,53031,53031,53031,235572,6910671,231632,SER_S11#I03#1#2327,1,SER_S11/I03/I03_R1/SER_S11_I03_R1_IMAG6086.JPG,2587840,90455,SER_S11,I03,1,2327,2015-10-05,14:58:19,27898553,3,2,2,1.0,0.0,0.0,0.33,0.0,0.0,0.5,0.85,,35,,SER_S11/I03/I03_R1/SER_S11_I03_R1_IMAG6086.JPG,,0.0,gazellethomsons
8093,103127,103127,103127,103127,103127,103127,103127,103127,103127,103127,103127,103127,103127,103127,103127,103127,114837,6792338,113299,SER_S11#E04#2#1054,3,SER_S11/E04/E04_R2/SER_S11_E04_R2_IMAG2909.JPG,2542863,45478,SER_S11,E04,2,1054,2016-01-21,12:14:09,21931878,2,1,1,0.08,0.0,0.0,1.0,0.0,0.0,0.81,0.5,0.92,11,,SER_S11/E04/E04_R2/SER_S11_E04_R2_IMAG2909.JPG,"[0.044, 0.317, 0.336, 0.422]",0.999,impala
5674,64605,64605,64605,64605,64605,64605,64605,64605,64605,64605,64605,64605,64605,64605,64605,64605,170354,6847276,168237,SER_S11#G03#1#1386,3,SER_S11/G03/G03_R1/SER_S11_G03_R1_IMAG2916.JPG,2563631,66246,SER_S11,G03,1,1386,2015-09-13,15:13:27,21953372,1,1,1,0.29,0.0,0.79,0.0,0.0,0.0,1.0,0.0,,10,,SER_S11/G03/G03_R1/SER_S11_G03_R1_IMAG2916.JPG,"[0.704, 0, 0.263, 0.919]",0.997,giraffe
1258,31342,31342,31342,31342,31342,31342,31342,31342,31342,31342,31342,31342,31342,31342,31342,31342,197249,6873828,194789,SER_S11#H01#1#82,3,SER_S11/H01/H01_R1/SER_S11_H01_R1_IMAG0195.JPG,2573876,76491,SER_S11,H01,1,82,2015-08-09,09:42:37,27734566,6,5,5,0.11,0.0,0.22,1.0,0.0,0.22,1.0,0.0,,1,15.0,SER_S11/H01/H01_R1/SER_S11_H01_R1_IMAG0195.JPG,"[0.874, 0.396, 0.073, 0.075]",0.99,zebra
5572,93013,93013,93013,93013,93013,93013,93013,93013,93013,93013,93013,93013,93013,93013,93013,93013,69925,6748029,68990,SER_S11#C09#2#62,2,SER_S11/C09/C09_R2/SER_S11_C09_R2_IMAG0160.JPG,2525393,28008,SER_S11,C09,2,62,2015-10-31,12:13:52,19241995,11-50,11-50,4,0.67,0.11,0.56,0.89,0.11,0.22,0.82,0.71,,13,2.0,SER_S11/C09/C09_R2/SER_S11_C09_R2_IMAG0160.JPG,"[0.0, 0.453, 0.105, 0.449]",0.996,wildebeest
991,102332,102332,102332,102332,102332,102332,102332,102332,102332,102332,102332,102332,102332,102332,102332,102332,450923,7123118,444079,SER_S11#P06#2#728,1,SER_S11/P06/P06_R2/SER_S11_P06_R2_IMAG1925.JPG,2667902,170517,SER_S11,P06,2,728,2015-12-10,12:48:05,31556948,2,2,2,0.14,0.0,0.57,0.57,0.0,0.0,1.0,0.0,,2,,SER_S11/P06/P06_R2/SER_S11_P06_R2_IMAG1925.JPG,"[0.05, 0.427, 0.168, 0.158]",0.989,warthog
3504,83060,83060,83060,83060,83060,83060,83060,83060,83060,83060,83060,83060,83060,83060,83060,83060,457597,7129768,450729,SER_S11#P11#1#15,3,SER_S11/P11/P11_R1/SER_S11_P11_R1_IMAG0042.JPG,2670227,172842,SER_S11,P11,1,15,2015-07-12,14:52:55,31559265,1,1,1,0.44,0.0,0.78,0.0,0.0,0.0,1.0,0.55,1.0,33,11.0,SER_S11/P11/P11_R1/SER_S11_P11_R1_IMAG0042.JPG,"[0.22, 0, 0.71, 0.736]",0.998,eland
113,20336,20336,20336,20336,20336,20336,20336,20336,20336,20336,20336,20336,20336,20336,20336,20336,226055,6901641,222602,SER_S11#H13#1#1026,3,SER_S11/H13/H13_R1/SER_S11_H13_R1_IMAG2903.JPG,2584168,86783,SER_S11,H13,1,1026,2015-10-14,08:51:34,27845351,2,1,1,0.33,0.0,0.0,1.0,0.0,0.0,0.67,0.77,0.83,33,11.0,SER_S11/H13/H13_R1/SER_S11_H13_R1_IMAG2903.JPG,"[0.759, 0.428, 0.198, 0.155]",0.966,eland
919,99052,99052,99052,99052,99052,99052,99052,99052,99052,99052,99052,99052,99052,99052,99052,99052,89298,6767257,88218,SER_S11#D04#1#141,1,SER_S11/D04/D04_R1/SER_S11_D04_R1_IMAG0290.JPG,2532845,35460,SER_S11,D04,1,141,2015-09-27,23:42:39,19249492,1,1,1,0.63,0.0,0.32,0.21,0.0,0.0,1.0,0.0,,12,,SER_S11/D04/D04_R1/SER_S11_D04_R1_IMAG0290.JPG,"[0, 0, 0.701, 0.883]",0.999,hippopotamus
2509,21309,21309,21309,21309,21309,21309,21309,21309,21309,21309,21309,21309,21309,21309,21309,21309,469179,7141275,462236,SER_S11#Q08#1#300,1,SER_S11/Q08/Q08_R1/SER_S11_Q08_R1_IMAG0883.JPG,2674518,177133,SER_S11,Q08,1,300,2015-09-22,12:32:55,31566299,1,1,1,0.12,0.0,0.38,0.88,0.0,0.0,0.89,0.5,,35,,SER_S11/Q08/Q08_R1/SER_S11_Q08_R1_IMAG0883.JPG,"[0.046, 0.439, 0.577, 0.536]",0.999,gazellethomsons
9991,39998,39998,39998,39998,39998,39998,39998,39998,39998,39998,39998,39998,39998,39998,39998,39998,441447,7113784,434745,SER_S11#O13#2#65,2,SER_S11/O13/O13_R2/SER_S11_O13_R2_IMAG0190.JPG,2664483,167098,SER_S11,O13,2,65,2015-11-11,08:53:21,31552777,11-50,3,1,0.71,0.0,1.0,0.29,0.0,0.0,0.88,0.54,,13,2.0,SER_S11/O13/O13_R2/SER_S11_O13_R2_IMAG0190.JPG,"[0.023, 0, 0.875, 0.992]",0.999,wildebeest
165,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,12630,302338,6975732,296693,SER_S11#K03#1#770,1,SER_S11/K03/K03_R1/SER_S11_K03_R1_IMAG1895.JPG,2614460,117075,SER_S11,K03,1,770,2015-10-12,08:08:30,29743564,7,6,4,0.44,0.0,0.56,0.89,0.0,0.0,1.0,0.68,,3,7.0,SER_S11/K03/K03_R1/SER_S11_K03_R1_IMAG1895.JPG,"[0.21, 0.431, 0.176, 0.13]",0.997,buffalo
5558,52051,52051,52051,52051,52051,52051,52051,52051,52051,52051,52051,52051,52051,52051,52051,52051,171498,6848410,169371,SER_S11#G03#2#124,1,SER_S11/G03/G03_R2/SER_S11_G03_R2_IMAG0263.JPG,2564148,66763,SER_S11,G03,2,124,2015-11-03,11:42:39,21954168,2,1,1,0.43,0.43,0.14,0.0,0.0,0.0,0.54,0.84,,7,19.0,SER_S11/G03/G03_R2/SER_S11_G03_R2_IMAG0263.JPG,"[0.56, 0.641, 0.319, 0.359]",0.993,baboon
6742,76801,76801,76801,76801,76801,76801,76801,76801,76801,76801,76801,76801,76801,76801,76801,76801,247754,6922782,243743,SER_S11#I04#1#172,1,SER_S11/I04/I04_R1/SER_S11_I04_R1_IMAG0351.JPG,2592186,94801,SER_S11,I04,1,172,2015-08-28,06:50:02,27903719,2,2,1,0.1,0.0,0.1,0.9,0.1,0.0,1.0,0.0,,1,15.0,SER_S11/I04/I04_R1/SER_S11_I04_R1_IMAG0351.JPG,"[0.172, 0.32, 0.405, 0.675]",0.999,zebra
4603,78277,78277,78277,78277,78277,78277,78277,78277,78277,78277,78277,78277,78277,78277,78277,78277,96091,6773785,94746,SER_S11#E02#2#81,3,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0226.JPG,2535999,38614,SER_S11,E02,2,81,2015-10-23,13:25:00,21924668,1,1,1,0.18,0.0,0.91,0.0,0.0,0.0,0.58,0.71,0.0,11,,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0226.JPG,"[0.687, 0.332, 0.198, 0.25]",0.999,impala
949,93510,93510,93510,93510,93510,93510,93510,93510,93510,93510,93510,93510,93510,93510,93510,93510,292178,6966128,287089,SER_S11#J12#1#1128,3,SER_S11/J12/J12_R1/SER_S11_J12_R1_IMAG3170.JPG,2610696,113311,SER_S11,J12,1,1128,2015-11-05,06:24:41,29739986,51+,11-50,1,0.3,0.0,0.8,0.9,0.0,0.0,1.0,0.0,,13,2.0,SER_S11/J12/J12_R1/SER_S11_J12_R1_IMAG3170.JPG,"[0.434, 0.456, 0.207, 0.187]",0.993,wildebeest
4594,28691,28691,28691,28691,28691,28691,28691,28691,28691,28691,28691,28691,28691,28691,28691,28691,260816,6935377,256338,SER_S11#J03#1#959,2,SER_S11/J03/J03_R1/SER_S11_J03_R1_IMAG1893.JPG,2599372,101987,SER_S11,J03,1,959,2015-08-31,15:01:13,27912044,1,1,1,0.1,0.1,0.1,0.9,0.1,0.0,1.0,0.0,,1,15.0,SER_S11/J03/J03_R1/SER_S11_J03_R1_IMAG1893.JPG,"[0.54, 0.321, 0.287, 0.313]",0.998,zebra
7545,101481,101481,101481,101481,101481,101481,101481,101481,101481,101481,101481,101481,101481,101481,101481,101481,111069,6788648,109609,SER_S11#E04#1#47,2,SER_S11/E04/E04_R1/SER_S11_E04_R1_IMAG0115.JPG,2541473,44088,SER_S11,E04,1,47,2015-08-15,11:32:49,21930424,5,1,1,0.22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/E04/E04_R1/SER_S11_E04_R1_IMAG0115.JPG,"[0.676, 0.366, 0.323, 0.405]",0.999,zebra
3770,65565,65565,65565,65565,65565,65565,65565,65565,65565,65565,65565,65565,65565,65565,65565,65565,346996,7020197,341158,SER_S11#L10#2#74,3,SER_S11/L10/L10_R2/SER_S11_L10_R2_IMAG0209.JPG,2630262,132877,SER_S11,L10,2,74,2015-09-15,11:24:25,29771676,2,2,1,0.0,0.25,1.0,0.0,0.0,0.0,0.8,0.58,,9,32.0,SER_S11/L10/L10_R2/SER_S11_L10_R2_IMAG0209.JPG,"[0.353, 0.248, 0.646, 0.752]",0.989,hyena
2506,32668,32668,32668,32668,32668,32668,32668,32668,32668,32668,32668,32668,32668,32668,32668,32668,268323,6942640,263601,SER_S11#J05#2#76,1,SER_S11/J05/J05_R2/SER_S11_J05_R2_IMAG0217.JPG,2602195,104810,SER_S11,J05,2,76,2015-11-06,03:37:42,27916012,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.88,,25,21.0,SER_S11/J05/J05_R2/SER_S11_J05_R2_IMAG0217.JPG,"[0.526, 0.405, 0.29, 0.327]",0.996,duiker
5107,37940,37940,37940,37940,37940,37940,37940,37940,37940,37940,37940,37940,37940,37940,37940,37940,147463,6824819,145780,SER_S11#F05#2#12,3,SER_S11/F05/F05_R2/SER_S11_F05_R2_IMAG0023.JPG,2555165,57780,SER_S11,F05,2,12,2015-10-30,07:13:24,21944263,51+,11-50,11-50,0.42,0.0,0.83,0.75,0.0,0.08,0.8,0.72,,13,2.0,SER_S11/F05/F05_R2/SER_S11_F05_R2_IMAG0023.JPG,"[0.832, 0.526, 0.059, 0.059]",0.871,wildebeest
2850,115941,115941,115941,115941,115941,115941,115941,115941,115941,115941,115941,115941,115941,115941,115941,115941,22781,6701775,22736,SER_S11#B13#1#2359,1,SER_S11/B13/B13_R1/SER_S11_B13_R1_IMAG6470.JPG,2506144,8759,SER_S11,B13,1,2359,2015-08-26,15:21:49,18869016,1,1,1,0.44,0.11,0.44,0.0,0.0,0.0,0.69,0.89,,6,10.0,SER_S11/B13/B13_R1/SER_S11_B13_R1_IMAG6470.JPG,"[0.302, 0.822, 0.084, 0.104]",0.982,birdother
9875,93442,93442,93442,93442,93442,93442,93442,93442,93442,93442,93442,93442,93442,93442,93442,93442,290506,6964507,285468,SER_S11#J12#1#550,3,SER_S11/J12/J12_R1/SER_S11_J12_R1_IMAG1549.JPG,2610101,112716,SER_S11,J12,1,550,2015-10-16,13:19:28,29739408,2,2,2,0.9,0.0,0.1,0.0,0.0,0.2,1.0,0.0,,35,,SER_S11/J12/J12_R1/SER_S11_J12_R1_IMAG1549.JPG,"[0.528, 0.657, 0.467, 0.343]",0.995,gazellethomsons
5660,5245,5245,5245,5245,5245,5245,5245,5245,5245,5245,5245,5245,5245,5245,5245,5245,49435,6727595,48556,SER_S11#C04#2#2110,2,SER_S11/C04/C04_R2/SER_S11_C04_R2_IMAG3574.JPG,2517419,20034,SER_S11,C04,2,2110,2015-10-18,14:36:53,18905370,3,2,2,1.0,0.05,0.0,0.05,0.0,0.0,1.0,0.0,,35,,SER_S11/C04/C04_R2/SER_S11_C04_R2_IMAG3574.JPG,"[0.717, 0.622, 0.249, 0.299]",0.995,gazellethomsons
8001,104087,104087,104087,104087,104087,104087,104087,104087,104087,104087,104087,104087,104087,104087,104087,104087,414389,7086991,407952,SER_S11#N06#1#629,1,SER_S11/N06/N06_R1/SER_S11_N06_R1_IMAG1816.JPG,2654639,157254,SER_S11,N06,1,629,2015-10-21,12:46:06,31508284,1,1,1,0.0,0.0,1.0,0.0,0.14,0.0,0.78,0.81,,2,,SER_S11/N06/N06_R1/SER_S11_N06_R1_IMAG1816.JPG,"[0.807, 0.582, 0.188, 0.378]",0.998,warthog
4446,61733,61733,61733,61733,61733,61733,61733,61733,61733,61733,61733,61733,61733,61733,61733,61733,265306,6939683,260644,SER_S11#J04#1#113,3,SER_S11/J04/J04_R1/SER_S11_J04_R1_IMAG0312.JPG,2601125,103740,SER_S11,J04,1,113,2015-09-04,13:37:44,27914681,3,3,2,0.57,0.0,0.14,0.71,0.0,0.0,0.58,0.84,,13,2.0,SER_S11/J04/J04_R1/SER_S11_J04_R1_IMAG0312.JPG,"[0.017, 0, 0.605, 0.993]",0.998,wildebeest
4460,994,994,994,994,994,994,994,994,994,994,994,994,994,994,994,994,350708,7023789,344750,SER_S11#L10#2#1348,3,SER_S11/L10/L10_R2/SER_S11_L10_R2_IMAG3801.JPG,2631576,134191,SER_S11,L10,2,1348,2015-11-05,09:53:40,29772950,1,1,1,0.33,0.0,0.67,0.0,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/L10/L10_R2/SER_S11_L10_R2_IMAG3801.JPG,"[0.659, 0.537, 0.118, 0.101]",0.98,zebra
8324,77330,77330,77330,77330,77330,77330,77330,77330,77330,77330,77330,77330,77330,77330,77330,77330,336263,7009524,330485,SER_S11#K13#1#387,1,SER_S11/K13/K13_R1/SER_S11_K13_R1_IMAG0988.JPG,2626396,129011,SER_S11,K13,1,387,2015-09-12,12:28:46,29767669,1,1,1,0.25,0.0,0.88,0.0,0.0,0.0,1.0,0.85,,2,,SER_S11/K13/K13_R1/SER_S11_K13_R1_IMAG0988.JPG,"[0.57, 0.47, 0.078, 0.055]",0.991,warthog
2505,104041,104041,104041,104041,104041,104041,104041,104041,104041,104041,104041,104041,104041,104041,104041,104041,111310,6788865,109826,SER_S11#E04#1#125,1,SER_S11/E04/E04_R1/SER_S11_E04_R1_IMAG0332.JPG,2541559,44174,SER_S11,E04,1,125,2015-08-28,08:15:38,21930507,1,1,1,0.43,0.5,0.07,0.0,0.0,0.0,0.7,0.98,,6,10.0,SER_S11/E04/E04_R1/SER_S11_E04_R1_IMAG0332.JPG,"[0.126, 0.36, 0.387, 0.303]",0.999,birdother
1114,78369,78369,78369,78369,78369,78369,78369,78369,78369,78369,78369,78369,78369,78369,78369,78369,27153,6706093,27054,SER_S11#C01#1#665,3,SER_S11/C01/C01_R1/SER_S11_C01_R1_IMAG1618.JPG,2507810,10425,SER_S11,C01,1,665,2015-10-01,08:17:31,18873052,2,2,1,0.06,0.0,1.0,0.0,0.0,0.06,0.95,0.3,,3,7.0,SER_S11/C01/C01_R1/SER_S11_C01_R1_IMAG1618.JPG,"[0.61, 0.418, 0.205, 0.149]",0.998,buffalo
8602,45609,45609,45609,45609,45609,45609,45609,45609,45609,45609,45609,45609,45609,45609,45609,45609,418937,7091452,412413,SER_S11#O05#1#215,1,SER_S11/O05/O05_R1/SER_S11_O05_R1_IMAG0538.JPG,2656342,158957,SER_S11,O05,1,215,2015-10-11,13:27:52,31511439,2,2,2,0.71,0.0,0.29,0.0,0.0,0.0,0.88,0.54,,32,,SER_S11/O05/O05_R1/SER_S11_O05_R1_IMAG0538.JPG,"[0.077, 0.59, 0.129, 0.38]",0.997,gazellegrants
298,23872,23872,23872,23872,23872,23872,23872,23872,23872,23872,23872,23872,23872,23872,23872,23872,93158,6771045,92006,SER_S11#E02#1#55,2,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0153.JPG,2534934,37549,SER_S11,E02,1,55,2015-08-03,12:04:50,21923668,4,3,1,0.9,0.6,1.0,0.0,0.0,0.0,0.56,0.87,0.0,11,,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0153.JPG,"[0, 0.173, 0.762, 0.827]",0.999,impala
